Name;RegistrationNo;BusinessType;Status;DateOfIncorporation;Agent
HOURGLASS INVESTMENTS LTD.;3135;BC-Business Company;Active;23/02/1999 00:00;International Business Services Ltd.
UNIVERSAL STRATEGIES FUND (SCC) LTD.;23748;Segregated Cell Company;Active;14/09/2016 00:00;International Business Services Ltd.
MAROON SYSTEMS CORPORATION;15626;BC-Business Company;Active;28/09/2007 00:00;International Business Services Ltd.
PEKORA CAPITAL LTD.;14706;BC-Business Company;Active;23/02/2007 00:00;International Business Services Ltd.
SHEELD MANAGEMENT LIMITED LIABILITY COMPANY;65;LLC-Limited Liability Company;Active;09/02/2016 00:00;International Business Services Ltd.
ALBA WEST BEST LIMITED LIABILITY COMPANY;52;LLC-Limited Liability Company;In Liquidation;20/04/2015 00:00;International Business Services Ltd.
ANRAL LINES LIMITED;1768;BC-Business Company;Active;15/06/1998 00:00;International Business Services Ltd.
ANRAL SHIPPING LIMITED;739;BC-Continued;Active;18/02/1999 00:00;International Business Services Ltd.
ANRAL SHIPPING LINES COMPANY LIMITED;740;BC-Continued;Active;18/02/1999 00:00;International Business Services Ltd.
BENDIS DCT LTD.;20683;BC-Business Company;Active;20/09/2012 00:00;International Business Services Ltd.
EURO PACIFIC ADVISORS LTD.;19344;BC-Business Company;Active;31/03/2011 00:00;International Business Services Ltd.
EURO PACIFIC FUNDS SCC LTD.;19512;Segregated Cell Company;Active;21/03/2011 00:00;International Business Services Ltd.
FIRST AMERICAN FINANCIAL, INC;18988;BC-Business Company;Active;04/11/2010 00:00;International Business Services Ltd.
GALLEW TECHNOLOGIES LTD.;8574;BC-Business Company;Active;19/06/2001 00:00;International Business Services Ltd.
GAMMA INVEST LTD.;11259;BC-Business Company;Cancellation Pending;09/08/2004 00:00;International Business Services Ltd.
GRAND LIMITED;768;BC-Continued;Cancellation Pending;07/06/1999 00:00;International Business Services Ltd.
MI INTERNATIONAL GROUP LIMITED;24605;BC-Business Company;Cancellation Pending;23/03/2018 00:00;International Business Services Ltd.
BRIGHT KEY INTERNATIONAL LTD.;18493;BC-Business Company;Active;01/04/2010 00:00;International Business Services Ltd.
Calkan Trade LLC;2574;LLC-Limited Liability Company;Active;21/09/2022 15:49;International Business Services Ltd.
Soft Lab LLC;2623;LLC-Limited Liability Company;Active;12/10/2022 10:57;International Business Services Ltd.
Muggle Ministry LLC;2596;LLC-Limited Liability Company;Active;28/09/2022 12:06;International Business Services Ltd.
Canje Airways LLC;2645;LLC-Limited Liability Company;Active;19/10/2022 14:03;International Business Services Ltd.
Lavanda Network LLC;2656;LLC-Limited Liability Company;Active;25/10/2022 14:26;International Business Services Ltd.
WBC LLC;2683;LLC-Limited Liability Company;Active;07/11/2022 13:31;International Business Services Ltd.
BROTHERS BUNKERING LLC;2617;LLC-Continued;Active;06/10/2022 13:52;International Business Services Ltd.
Vbetcon LLC;2745;LLC-Limited Liability Company;Active;01/12/2022 10:33;International Business Services Ltd.
Lindsay Holdings SVG, LLC;2708;LLC-Continued;Active;17/11/2022 11:37;International Business Services Ltd.
FX2, LLC;2694;LLC-Limited Liability Company;Active;10/11/2022 13:03;International Business Services Ltd.
Roburna LLC;2695;LLC-Limited Liability Company;Active;10/11/2022 13:03;International Business Services Ltd.
Aquarius foundation LLC;2686;LLC-Limited Liability Company;Active;08/11/2022 10:30;International Business Services Ltd.
Majek Global Inc.;26920;BC-Business Company;Active;22/12/2022 10:21;International Business Services Ltd.
David A. Deane International Inc.;26917;BC-Business Company;Active;16/12/2022 11:42;International Business Services Ltd.
Tyneesha Watson International Inc.;26918;BC-Business Company;Active;16/12/2022 11:42;International Business Services Ltd.
VGBN Inc.;26919;BC-Business Company;Active;16/12/2022 11:42;International Business Services Ltd.
Atrigos Technology LLC;2756;LLC-Limited Liability Company;Active;06/12/2022 11:53;International Business Services Ltd.
ENTERPRISES GROUP Ltd.;26915;BC-Business Company;Active;09/12/2022 13:49;International Business Services Ltd.
AV-LINE LLC;49;LLC-Limited Liability Company;Active;30/06/2014 00:00;Cosmos Trust Limited
BLUE RIDGE TRUST;41;International Trust;Active;24/03/1998 00:00;Cosmos Trust Limited
THE MERLIN TRUST;1071;International Trust;Active;04/10/2013 00:00;Cosmos Trust Limited
THE SUN LION TRUST;1078;International Trust;Active;30/04/2014 00:00;Cosmos Trust Limited
1, INC.;919;BC-Continued;Active;31/10/2000 00:00;Cosmos Trust Limited
AYTON LIMITED;1087;BC-Business Company;Active;19/12/1997 00:00;Cosmos Trust Limited
CARIBBEAN CONSULTING GROUP LIMITED;22603;BC-Business Company;Active;26/03/2015 00:00;Cosmos Trust Limited
PANGOLIN LIMITED;23558;BC-Business Company;Active;10/08/2016 00:00;Cosmos Trust Limited
REALLY LAST TIME AROUND LTD.;22412;BC-Business Company;Active;26/11/2014 00:00;Cosmos Trust Limited
TRADE HOUSE LTD;9795;BC-Business Company;Active;14/10/2002 00:00;Cosmos Trust Limited
CLEAR HARBOR SVG, INC.;24929;BC-Business Company;Active;13/08/2018 00:00;Cosmos Trust Limited
16 PG (Barbados) Ltd;25317;BC-Business Company;Active;22/02/2019 00:00;Fiduciary Service Corporation
Buccament Bay Investments Inc.;25716;BC-Business Company;Active;17/12/2019 14:25;Fiduciary Service Corporation
LOT E45 LTD.;24734;BC-Business Company;Active;30/04/2018 00:00;Fiduciary Service Corporation
LOT E14 LTD.;24733;BC-Business Company;Active;30/05/2018 00:00;Fiduciary Service Corporation
LOT G LTD.;24732;BC-Business Company;Active;30/04/2018 00:00;Fiduciary Service Corporation
LOT E50 LTD.;24731;BC-Business Company;Active;30/04/2018 00:00;Fiduciary Service Corporation
LOT E49 LTD.;24730;BC-Business Company;Active;30/04/2018 00:00;Fiduciary Service Corporation
LOT E47 LTD.;24729;BC-Business Company;Active;30/04/2018 00:00;Fiduciary Service Corporation
LOT E46 LTD.;24728;BC-Business Company;Active;30/04/2018 00:00;Fiduciary Service Corporation
LOT E33 LTD.;24727;BC-Business Company;Active;30/04/2018 00:00;Fiduciary Service Corporation
LOT E32 LTD.;24726;BC-Business Company;Active;30/04/2018 00:00;Fiduciary Service Corporation
LOT E25 LTD.;24725;BC-Business Company;Active;30/04/2018 00:00;Fiduciary Service Corporation
LOT E8 LTD.;24724;BC-Business Company;Active;30/04/2018 00:00;Fiduciary Service Corporation
LOT E7 LTD.;24723;BC-Business Company;Active;30/04/2018 00:00;Fiduciary Service Corporation
LOT E6 LTD.;24722;BC-Business Company;Active;30/04/2018 00:00;Fiduciary Service Corporation
LOT D LTD.;24721;BC-Business Company;Active;30/04/2018 00:00;Fiduciary Service Corporation
TRENDEX INVEST S.A.;14972;BC-Business Company;In Liquidation by Court Order;13/04/2007 00:00;Fiduciary Service Corporation
AVALON CAPITAL CORP;9301;BC-Business Company;Active;09/05/2002 00:00;Fiduciary Service Corporation
KRONSTAF MANAGEMENT S.A.;9796;BC-Business Company;Cancellation Pending;14/10/2002 00:00;Fiduciary Service Corporation
RS INVESTMENT LTD;15959;BC-Business Company;Active;04/12/2007 00:00;Fiduciary Service Corporation
SHILLINGSTON GROUP INC;9797;BC-Business Company;Active;14/10/2002 00:00;Fiduciary Service Corporation
DAVIDOFF INVEST INC.;7057;BC-Business Company;Active;02/10/2000 00:00;Fiduciary Service Corporation
ONYX NAVIGATION LTD.;22259;BC-Business Company;Active;28/07/2014 00:00;Fiduciary Service Corporation
FREEDOM ENTERPRISES INC.;3095;BC-Business Company;Active;23/02/1999 00:00;Fiduciary Service Corporation
AMZI MANAGEMENT LTD;7565;BC-Business Company;Active;12/12/2000 00:00;Fiduciary Service Corporation
AZURA LIMITED;23316;BC-Business Company;Active;04/04/2016 00:00;Fiduciary Service Corporation
B & O INC;18392;BC-Business Company;Active;18/02/2010 00:00;Fiduciary Service Corporation
BLUE COMMUNICATIONS INTERNATIONAL LTD.;1412;BC-Continued;Active;25/02/2009 00:00;Fiduciary Service Corporation
CANOUAN JET HOLDINGS LTD.;24348;BC-Business Company;Active;06/11/2017 00:00;Fiduciary Service Corporation
CARBONA SALES LIMITED;6064;BC-Business Company;Active;29/03/2000 00:00;Fiduciary Service Corporation
CHARLESTOWN CANOUAN INVESTMENTS 2 LTD.;24350;BC-Business Company;Active;06/11/2017 00:00;Fiduciary Service Corporation
FICUS VENTURES LTD;18623;BC-Business Company;Active;01/06/2010 00:00;Fiduciary Service Corporation
GULF BREEZE LTD;5070;BC-Business Company;Active;05/11/1999 00:00;Fiduciary Service Corporation
HCL MARINE LIMITED;10065;BC-Business Company;Active;09/04/2003 00:00;Fiduciary Service Corporation
ISOLA DEVELOPERS LTD.;1533;BC-Continued;Active;02/06/2015 00:00;Fiduciary Service Corporation
KRISTIANSUND INVESTOR AB;6012;BC-Business Company;Active;21/03/2000 00:00;Fiduciary Service Corporation
LIBERTY YACHT LTD.;16317;BC-Business Company;Active;20/02/2008 00:00;Fiduciary Service Corporation
MITCHELL COSMETICS INC.;5443;BC-Business Company;Active;04/01/2000 00:00;Fiduciary Service Corporation
NIRVANA HOLDINGS INC.;18920;BC-Business Company;Active;05/10/2010 00:00;Fiduciary Service Corporation
NPM NAVIGATION LTD.;13431;BC-Business Company;Active;03/04/2006 00:00;Fiduciary Service Corporation
QUIN & HAMPSTON LTD.;1486;BC-Continued;Active;27/03/2013 00:00;Fiduciary Service Corporation
SANDIA CORPORATION LIMITED;1147;BC-Continued;Active;15/02/2002 00:00;Fiduciary Service Corporation
SOUTH ANTILLES PROPERTIES LIMITED;18391;BC-Business Company;Active;18/02/2010 00:00;Fiduciary Service Corporation
TBH 2 LTD.;24349;BC-Business Company;Active;06/11/2017 00:00;Fiduciary Service Corporation
TERRAPIN STATION INC;19724;BC-Business Company;Active;25/08/2011 00:00;Fiduciary Service Corporation
USASEA MARKETING CORP.;16076;BC-Business Company;Active;07/01/2008 00:00;Fiduciary Service Corporation
BHI LTD.;11545;BC-Business Company;Cancellation Pending;29/11/2004 00:00;Fiduciary Service Corporation
GLOBAL GEOTECH LTD.;18152;BC-Business Company;Active;05/11/2009 00:00;Fiduciary Service Corporation
MALVERN LTD.;18611;BC-Business Company;Active;18/05/2010 00:00;Fiduciary Service Corporation
MARK SPENCER INVESTMENT & DEVELOPMENT ENTERPRISES INC;10582;BC-Business Company;Active;25/11/2003 00:00;Fiduciary Service Corporation
ABEL CANOUAN HOLDINGS LTD.;22494;BC-Business Company;Active;23/01/2015 00:00;Fiduciary Service Corporation
ACANTHUS LTD;24032;BC-Business Company;Active;18/05/2017 00:00;Fiduciary Service Corporation
ACB GLOBAL INC.;21699;BC-Business Company;Cancellation Pending;15/10/2013 00:00;Fiduciary Service Corporation
ALOCASIA LTD;23198;BC-Business Company;Active;11/02/2016 00:00;Fiduciary Service Corporation
ALOE LTD;24036;BC-Business Company;Active;18/05/2017 00:00;Fiduciary Service Corporation
ARECA LTD;24035;BC-Business Company;Active;18/05/2017 00:00;Fiduciary Service Corporation
A6 SHIPPING LTD.;22508;BC-Business Company;Active;03/02/2015 00:00;Fiduciary Service Corporation
BB INVESTMENTS LIMITED;20183;BC-Business Company;Active;27/02/2012 00:00;Fiduciary Service Corporation
BELLS LIMITED;17579;BC-Business Company;Active;17/02/2009 00:00;Fiduciary Service Corporation
BIRDWATCH MANAGEMENT LTD.;1484;BC-Continued;Active;27/03/2013 00:00;Fiduciary Service Corporation
BLUE AIR LTD;20522;BC-Business Company;Cancellation Pending;12/07/2012 00:00;Fiduciary Service Corporation
BOYSTEN LIMITED;22143;BC-Business Company;Active;19/05/2014 00:00;Fiduciary Service Corporation
CANOUAN CHARLES BAY LTD.;24351;BC-Business Company;Active;06/11/2017 00:00;Fiduciary Service Corporation
CANOUAN ESTATE LOT R LTD.;22777;BC-Business Company;Active;23/06/2015 00:00;Fiduciary Service Corporation
CANOUAN ESTATE LOT S LTD;22193;BC-Business Company;Active;16/06/2014 00:00;Fiduciary Service Corporation
CANOUAN ESTATE LOT T LTD;22194;BC-Business Company;Active;16/06/2014 00:00;Fiduciary Service Corporation
CANOUAN LOT E12 LTD;24031;BC-Business Company;Active;18/05/2017 00:00;Fiduciary Service Corporation
CANOUAN VISTA LTD.;20235;BC-Business Company;Active;02/04/2012 00:00;Fiduciary Service Corporation
CANOUAN VISTA NO.2 LTD;24265;BC-Business Company;Active;25/09/2017 00:00;Fiduciary Service Corporation
CASCATA INVESTMENTS LTD.;1549;BC-Continued;Active;19/08/2015 00:00;Fiduciary Service Corporation
CHARLESTOWN CANOUAN INVESTMENTS LTD;23654;BC-Business Company;Active;06/10/2016 00:00;Fiduciary Service Corporation
CHARLESTOWN HOLDINGS LTD;22188;BC-Business Company;Active;13/06/2014 00:00;Fiduciary Service Corporation
CHESTORCOM LTD.;1525;BC-Continued;Active;25/02/2014 00:00;Fiduciary Service Corporation
CHRISTMAS WINDS LTD.;20228;BC-Business Company;Active;27/03/2012 00:00;Fiduciary Service Corporation
COCOS LTD;24034;BC-Business Company;Cancellation Pending;18/05/2017 00:00;Fiduciary Service Corporation
CONTONOU SHORES LTD.;1531;BC-Continued;Active;10/03/2015 00:00;Fiduciary Service Corporation
CREPE CORPORATION LTD.;1552;BC-Continued;Active;19/08/2015 00:00;Fiduciary Service Corporation
DOMMEL LIMITED;21252;BC-Business Company;Active;26/04/2013 00:00;Fiduciary Service Corporation
DU BOULAY ANTHONY COMPANY LTD.;20550;BC-Business Company;Cancellation Pending;24/07/2012 00:00;Fiduciary Service Corporation
FAVEN HAVEN INVESTMENTS LTD.;1485;BC-Continued;Active;27/03/2013 00:00;Fiduciary Service Corporation
FERRET HOLDINGS LTD.;1520;BC-Continued;Active;13/11/2013 00:00;Fiduciary Service Corporation
FNT OVERSEAS LTD;22026;BC-Business Company;Active;18/03/2014 00:00;Fiduciary Service Corporation
FULL MOON HOLDINGS LTD;21147;BC-Business Company;Active;27/03/2013 00:00;Fiduciary Service Corporation
GEMY INC.;20034;BC-Business Company;Active;11/01/2012 00:00;Fiduciary Service Corporation
GLOSSY BAY MAARINA4 LTD;21394;BC-Business Company;Active;25/06/2013 00:00;Fiduciary Service Corporation
GLOSSY BAY MARINA 19 LTD;21409;BC-Business Company;Active;25/06/2013 00:00;Fiduciary Service Corporation
GLOSSY BAY MARINA1 LTD.;21391;BC-Business Company;Active;25/06/2013 00:00;Fiduciary Service Corporation
GLOSSY BAY MARINA10 LTD;21400;BC-Business Company;Active;25/06/2013 00:00;Fiduciary Service Corporation
GLOSSY BAY MARINA11 LTD;21401;BC-Business Company;Active;25/06/2013 00:00;Fiduciary Service Corporation
GLOSSY BAY MARINA12 LTD;21402;BC-Business Company;Active;25/06/2013 00:00;Fiduciary Service Corporation
GLOSSY BAY MARINA13 LTD;21403;BC-Business Company;Active;25/06/2013 00:00;Fiduciary Service Corporation
GLOSSY BAY MARINA14 LTD;21404;BC-Business Company;Active;25/06/2013 00:00;Fiduciary Service Corporation
GLOSSY BAY MARINA15 LTD;21405;BC-Business Company;Active;25/06/2013 00:00;Fiduciary Service Corporation
GLOSSY BAY MARINA16 LTD;21406;BC-Business Company;Active;25/06/2013 00:00;Fiduciary Service Corporation
GLOSSY BAY MARINA17 LTD;21407;BC-Business Company;Active;25/06/2013 00:00;Fiduciary Service Corporation
GLOSSY BAY MARINA18 LTD;21408;BC-Business Company;Active;25/06/2013 00:00;Fiduciary Service Corporation
GLOSSY BAY MARINA2 LTD;21392;BC-Business Company;Active;25/06/2013 00:00;Fiduciary Service Corporation
GLOSSY BAY MARINA3 LTD;21393;BC-Business Company;Active;25/06/2013 00:00;Fiduciary Service Corporation
GLOSSY BAY MARINA5 LTD;21395;BC-Business Company;Active;25/06/2013 00:00;Fiduciary Service Corporation
